xmin,ymin,xmax,ymax,score,label
566.7590942382812,279.684814453125,579.9258422851562,294.9000244140625,0.5684240460395813,3
553.6798706054688,279.0935974121094,569.5087280273438,294.6335144042969,0.555182158946991,3
554.1671752929688,278.5038757324219,571.052001953125,294.8735656738281,0.46824002265930176,8
564.9443969726562,279.18328857421875,579.7471313476562,295.3567810058594,0.4632250964641571,8
569.9219360351562,285.365478515625,580.0484619140625,295.3122863769531,0.23482348024845123,3
555.04443359375,287.17059326171875,568.7509765625,295.5934753417969,0.13690564036369324,3
568.1320190429688,278.12115478515625,577.7608032226562,286.0758361816406,0.13232509791851044,3
573.6624145507812,285.8370666503906,580.653076171875,295.59271240234375,0.09095732122659683,1
559.4674072265625,279.10711669921875,576.974365234375,295.1829528808594,0.07822593301534653,3
568.4071655273438,285.3995361328125,579.7639770507812,295.7391052246094,0.07666226476430893,8
554.3412475585938,278.465576171875,566.337890625,287.31793212890625,0.056851211935281754,3
553.6119384765625,275.84783935546875,580.1903686523438,298.4950256347656,0.05054021254181862,8
