xmin,ymin,xmax,ymax,score,label
531.6314086914062,274.5751647949219,566.2515869140625,294.119384765625,0.8698427677154541,3
532.2484130859375,276.91363525390625,550.1435546875,292.765625,0.46472543478012085,3
546.3848266601562,277.7765197753906,566.6767578125,294.3751525878906,0.3210947811603546,3
543.2564086914062,272.8414001464844,563.248046875,288.36566162109375,0.20939700305461884,3
544.170654296875,273.1023254394531,560.5020751953125,282.2838134765625,0.1846594512462616,3
531.2987670898438,272.5316467285156,566.515625,293.4574890136719,0.1560342013835907,8
513.9948120117188,269.06365966796875,533.2855224609375,281.6897888183594,0.08019284158945084,3
559.8646240234375,279.84619140625,567.4602661132812,287.06805419921875,0.0793389156460762,3
548.689208984375,275.2667541503906,562.8190307617188,284.9978942871094,0.06711136549711227,3
552.9473876953125,276.6041259765625,567.9072875976562,290.1759033203125,0.058500636368989944,3
553.2183837890625,275.44500732421875,562.3626098632812,282.8321838378906,0.0579121895134449,3
