xmin,ymin,xmax,ymax,score,label
286.91912841796875,211.3679962158203,297.65899658203125,220.4840087890625,0.7390278577804565,3
285.9894714355469,209.77418518066406,298.0898742675781,220.03065490722656,0.4042515456676483,8
285.8650207519531,215.30908203125,296.27813720703125,220.911376953125,0.2880569100379944,3
287.807861328125,210.53590393066406,297.1482238769531,216.75680541992188,0.2584660053253174,3
285.1398010253906,214.0029754638672,294.1592102050781,219.6747283935547,0.1158548966050148,3
235.20509338378906,198.77935791015625,247.4856414794922,213.1097412109375,0.08336561173200607,3
284.8354187011719,191.33053588867188,294.2720642089844,197.60401916503906,0.07198082655668259,3
287.8132019042969,210.35635375976562,297.0951232910156,216.93551635742188,0.06323806196451187,8
286.58563232421875,215.09808349609375,297.4142761230469,220.6968231201172,0.062071122229099274,8
285.68927001953125,212.0225372314453,292.5689392089844,218.02664184570312,0.05432440713047981,3
288.89752197265625,209.2655792236328,296.6798095703125,213.70338439941406,0.052168626338243484,3
