xmin,ymin,xmax,ymax,score,label
544.1492919921875,277.4389953613281,563.137451171875,293.4837341308594,0.7313030362129211,3
553.3627319335938,278.3393859863281,573.7533569335938,294.7913818359375,0.6230431199073792,3
545.09375,276.7682800292969,573.4915771484375,295.5453796386719,0.4977096915245056,8
562.47216796875,277.481689453125,571.5399169921875,285.00128173828125,0.3316815495491028,3
557.4805297851562,278.22607421875,571.2626953125,288.6838073730469,0.30955103039741516,3
561.9027099609375,280.773193359375,573.871337890625,294.9651184082031,0.29998594522476196,3
556.775634765625,280.391845703125,573.9251708984375,295.1106262207031,0.2601460814476013,8
558.65478515625,276.5424499511719,569.342529296875,284.2087707519531,0.1432882398366928,3
568.1199340820312,281.84515380859375,574.5503540039062,294.6773986816406,0.14240847527980804,1
544.3685302734375,277.3572692871094,560.734375,293.5696716308594,0.1364172101020813,8
554.9520263671875,275.7747802734375,564.6384887695312,282.95245361328125,0.08892212063074112,3
566.3072509765625,283.19207763671875,574.6967163085938,294.4005126953125,0.07817806303501129,3
233.5205535888672,198.2220458984375,246.69729614257812,212.2361297607422,0.06432940810918808,3
