xmin,ymin,xmax,ymax,score,label
539.168701171875,276.6435241699219,564.0675048828125,294.43603515625,0.8578765988349915,3
529.2425537109375,273.8968505859375,559.0756225585938,292.8638000488281,0.8403274416923523,3
528.1546630859375,276.34173583984375,547.0174560546875,292.6925964355469,0.395389586687088,3
539.1425170898438,272.84259033203125,558.1292724609375,287.3399658203125,0.30408671498298645,3
544.6210327148438,274.2298278808594,557.3048095703125,283.01702880859375,0.2393781840801239,3
546.4254760742188,275.291015625,560.245849609375,286.9276123046875,0.22703590989112854,3
529.008056640625,273.32440185546875,562.8458251953125,293.9955749511719,0.22554099559783936,8
548.9235229492188,279.9670715332031,564.8082885742188,294.283447265625,0.21142061054706573,3
550.0391845703125,274.63909912109375,557.5263671875,281.4830627441406,0.11429659277200699,3
549.5869140625,277.4537658691406,562.1357421875,290.08184814453125,0.10634153336286545,3
556.4559326171875,282.6383056640625,564.87890625,294.468994140625,0.08229739218950272,3
557.6744384765625,282.0355224609375,564.6652221679688,295.22174072265625,0.07805043458938599,1
539.8798217773438,274.39105224609375,552.6023559570312,293.458984375,0.07491789013147354,1
557.1312866210938,280.0216369628906,563.9899291992188,287.6228332519531,0.06858532130718231,3
557.366455078125,278.0220031738281,564.0892333984375,284.96923828125,0.06815789639949799,3
543.4159545898438,272.5213317871094,554.5825805664062,280.3353271484375,0.05691405385732651,3
553.562744140625,275.76287841796875,561.372802734375,283.19671630859375,0.05622009560465813,3
551.6045532226562,277.1428527832031,560.8789672851562,285.677978515625,0.055466294288635254,3
534.96630859375,277.6275939941406,551.3236083984375,293.3863220214844,0.05401492118835449,3
539.2217407226562,278.6071472167969,563.6251831054688,294.8707275390625,0.052823398262262344,8
