xmin,ymin,xmax,ymax,score,label
539.0269775390625,276.4282531738281,560.9230346679688,293.9373779296875,0.6922646164894104,3
550.822509765625,279.3677673339844,570.6643676757812,295.36761474609375,0.6279920339584351,3
539.1121826171875,274.9471130371094,571.0823364257812,295.1556091308594,0.5274288654327393,8
549.34130859375,274.7265625,564.4861450195312,284.4026794433594,0.2566271126270294,3
545.230224609375,275.0213928222656,565.404052734375,289.4708557128906,0.17514802515506744,3
553.79541015625,281.3947448730469,570.8530883789062,295.35455322265625,0.10702565312385559,8
555.6659545898438,276.37298583984375,565.5359497070312,284.6612548828125,0.09887687861919403,3
539.2566528320312,277.00567626953125,556.9014892578125,293.817626953125,0.09796397387981415,8
551.3006591796875,277.0264892578125,563.948486328125,288.305419921875,0.07843829691410065,3
548.5029296875,273.96612548828125,560.19775390625,281.4566955566406,0.06822191923856735,3
559.2584838867188,277.11627197265625,567.962890625,284.48876953125,0.05998542532324791,3
541.6221923828125,272.9117126464844,571.3244018554688,295.18768310546875,0.059493400156497955,3
558.4844970703125,283.90399169921875,571.1856689453125,295.90081787109375,0.051423851400613785,3
